Year ,Practice,Country,Grain,SOC_10cm,SOC_20cm,SOC_30cm,SOC_40cm,SOC_50cm,Ini_SOC,End_SOC    ,dSOC       ,Shoot,Root_Litter,Manure,Root_Exudation,Leach,Runoff,CH4_C,N2O_N,CO2,CH4,N2O,GWP
1,Organic,China,631.81,5873.28,5882.6,5882.95,5083.44,2964.32,25340.18,25686.59,346.41,0,544.15,0,60.1,14.26,0.02,0,6.63,1270.17,0,2760.921429,4031.091429
2,Organic,China,418.51,5794.81,5800.13,5800.07,5017.13,2949.76,25686.59,25361.9,-324.69,0,0,0,0,68.34,0.06,0,6.43,-1190.53,0,2677.635714,1487.105714
3,Organic,China,453.26,5726.62,5730.16,5730.11,4960.32,2932.65,25361.9,25079.86,-282.04,0,0,0,0,63.29,0.06,0,7.22,-1034.146667,0,3006.614286,1972.467619
4,Organic,China,460.39,5672.71,5675.33,5675.29,4915.4,2916.85,25079.86,24855.58,-224.28,0,0,0,0,49.79,0.05,0,6.91,-822.36,0,2877.521429,2055.161429
5,Organic,China,462.8,5627.41,5629.43,5629.41,4877.42,2901.87,24855.58,24665.54,-190.04,0,0,0,0,42.14,0.04,0,6.64,-696.8133333,0,2765.085714,2068.272381
6,Organic,China,462.51,5587.66,5589.28,5589.26,4843.94,2887.56,24665.54,24497.69,-167.85,0,0,0,0,36.84,0.04,0,6.45,-615.45,0,2685.964286,2070.514286
7,Organic,China,460.77,5551.61,5552.95,5552.93,4813.47,2873.8,24497.69,24344.76,-152.93,0,0,0,0,32.92,0.04,0,6.29,-560.7433333,0,2619.335714,2058.592381
8,Organic,China,458.34,5518.17,5519.31,5519.29,4785.15,2860.51,24344.76,24202.43,-142.33,0,0,0,0,30,0.03,0,6.18,-521.8766667,0,2573.528571,2051.651905
9,Organic,China,456.05,5486.55,5487.55,5487.53,4758.34,2847.61,24202.42,24067.58,-134.84,0,0,0,0,27.73,0.03,0,6.08,-494.4133333,0,2531.885714,2037.472381
10,Organic,China,453.84,5456.35,5457.23,5457.21,4732.72,2835.05,24067.58,23938.56,-129.02,0,0,0,0,25.96,0.03,0,5.99,-473.0733333,0,2494.407143,2021.33381
11,Organic,China,451.83,5427.23,5428.02,5428.01,4707.99,2822.79,23938.56,23814.05,-124.51,0,0,0,0,24.52,0.03,0,5.91,-456.5366667,0,2461.092857,2004.55619
12,Organic,China,450.03,5398.92,5399.64,5399.63,4683.96,2810.79,23814.05,23692.94,-121.11,0,0,0,0,23.36,0.03,0,5.87,-444.07,0,2444.435714,2000.365714
13,Organic,China,448.33,5371.3,5371.97,5371.96,4660.52,2799.03,23692.95,23574.78,-118.16,0,0,0,0,22.39,0.03,0,5.82,-433.2533333,0,2423.614286,1990.360952
14,Organic,China,447.08,5344.27,5344.9,5344.88,4637.58,2787.45,23574.78,23459.07,-115.71,0,0,0,0,21.62,0.03,0,5.77,-424.27,0,2402.792857,1978.522857
15,Organic,China,446.02,5317.74,5318.33,5318.32,4615.06,2776.06,23459.07,23345.52,-113.55,0,0,0,0,20.96,0.03,0,5.72,-416.35,0,2381.971429,1965.621429
16,Organic,China,445.06,5291.64,5292.21,5292.19,4592.92,2764.83,23345.52,23233.79,-111.73,0,0,0,0,20.44,0.03,0,5.69,-409.6766667,0,2369.478571,1959.801905
17,Organic,China,449.6,5266.33,5267.23,5266.78,4571.82,2753.63,23233.79,23125.79,-108,0,0,0,0,19.92,0.03,0,4.01,-396,0,1669.878571,1273.878571
18,Organic,China,55.18,5258.98,5258.38,5257.84,4563.86,2556.79,23125.79,22895.84,-229.95,1.69,0,0,0,191.96,2.24,0,0.03,-843.15,0,12.49285714,-830.6571429
19,Organic,China,34.05,5259.24,5251.56,5251.03,4557.84,2548.08,22895.84,22867.74,-28.1,17.41,0,0,0,5.09,20.2,0,0,-103.0333333,0,0,-103.0333333
20,Organic,China,34.16,5258.85,5244.77,5244.26,4551.86,2544.36,22867.74,22844.1,-23.64,22.5,0,0,0,0.15,27.62,0,0,-86.68,0,0,-86.68
1,Organic,Texas,1262,147079.66,147453.98,147658.3,104149.14,49820.27,606504,596161.38,-10342.63,0,1152.55,0,138.52,58.74,0,-3.68,186.38,-37922.97667,-137.3866667,77613.95714,39553.59381
2,Organic,Texas,1270.39,144702.84,144962.67,145192.47,102561.84,49269.29,596161.44,586689.13,-9472.31,0,1160.21,0,139.44,60.65,0,-4.63,208.52,-34731.80333,-172.8533333,86833.68571,51929.02905
3,Organic,Texas,1278.73,142598.38,142812.33,143019.98,101140.58,48752.81,586689.19,578324.06,-8365.13,0,1167.82,0,140.36,56.9,0,-4.7,214.4,-30672.14333,-175.4666667,89282.28571,58434.67571
4,Organic,Texas,1287.01,140681.38,140869.56,141054.77,99842.28,48264.1,578324.06,570712.06,-7612,0,1126.88,0,136.09,54.11,0,-4.75,210.57,-27910.66667,-177.3333333,87687.36429,59599.36429
5,Organic,Texas,1295.25,138924,139096.81,139262.17,98647.2,47799.09,570712.13,563729.25,-6982.88,0,1134.09,0,136.96,51.97,0,-4.8,202.76,-25603.89333,-179.2,84435.05714,58651.96381
6,Organic,Texas,1303.43,137295.38,137456.88,137606.03,97534.14,47353.96,563729.31,557246.38,-6482.94,0,1141.25,0,137.83,50.17,0,-4.85,193.86,-23770.78,-181.0666667,80728.84286,56776.99619
7,Organic,Texas,1311.56,135775.44,135927.98,136062.75,96490.15,46926.13,557246.44,551182.44,-6064,0,1148.37,0,138.69,48.62,0,-4.89,185.78,-22234.66667,-182.56,77364.1,54946.87333
8,Organic,Texas,1319.64,134347.56,134493.11,134614.78,95504.45,46513.61,551182.44,545473.5,-5708.94,0,1155.45,0,139.54,47.28,0,-4.93,177.92,-20932.78,-184.0533333,74090.97143,52974.1381
9,Organic,Texas,1327.67,132998.97,133140.38,133248.58,94569.41,46114.48,545473.5,540071.81,-5401.69,0,1162.48,0,140.39,46.1,0,-4.96,170.75,-19806.19667,-185.1733333,71105.17857,51113.80857
10,Organic,Texas,1335.65,131719.59,131858.16,131953.75,93678.63,45727.8,540071.88,534937.94,-5133.94,0,1169.47,0,141.24,45.05,0,-5,164.25,-18824.44667,-186.6666667,68398.39286,49387.27952
11,Organic,Texas,1343.59,130500.59,130636.66,130721.09,92826.48,45351.68,534937.94,530036.5,-4901.44,0,1176.42,0,142.08,44.09,0,-5.03,158.34,-17971.94667,-187.7866667,65937.3,47777.56667
12,Organic,Texas,1351.48,129334.59,129468.51,129542.97,92008.48,44985.75,530036.5,525340.31,-4696.19,0,1183.32,0,142.91,43.22,0,-5.06,153.18,-17219.36333,-188.9066667,63788.52857,46380.25857
13,Organic,Texas,1359.32,128203.84,128334,128399.39,91213.32,44629.16,525340.25,520779.72,-4560.53,0,1137.81,0,138.09,42.29,0,-5.09,149.32,-16721.94333,-190.0266667,62181.11429,45269.14429
14,Organic,Texas,1367.11,127118.98,127246.66,127304.21,90448.15,44280.89,520779.69,516398.91,-4380.78,0,1144.33,0,138.88,41.55,0,-5.11,145.1,-16062.86,-190.7733333,60423.78571,44170.15238
15,Organic,Texas,1374.86,126074.55,126200.44,126250.44,89709,43940.81,516398.94,512175.25,-4223.69,0,1150.81,0,139.66,40.88,0,-5.14,141.2,-15486.86333,-191.8933333,58799.71429,43120.95762
16,Organic,Texas,1382.56,125066.88,125191.66,125234.53,88993.5,43607.8,512175.25,508094.38,-4080.88,0,1157.26,0,140.45,40.25,0,-5.16,137.29,-14963.22667,-192.64,57171.47857,42015.6119
17,Organic,Texas,1390.22,124092.86,124216.99,124252.84,88300.04,43281.76,508094.34,504144.5,-3949.84,0,1163.67,0,141.23,39.68,0,-5.18,133.81,-14482.74667,-193.3866667,55722.30714,41046.17381
18,Organic,Texas,1397.83,123148.78,123272.43,123301.63,87625.66,42961.61,504144.47,500310.09,-3834.38,0,1170.05,0,142,39.14,0,-5.2,130.52,-14059.39333,-194.1333333,54352.25714,40098.73048
19,Organic,Texas,1405.4,122231.41,122355.09,122378.19,86968.94,42647.7,500310.16,496581.31,-3728.84,0,1176.38,0,142.77,38.66,0,-5.22,127.53,-13672.41333,-194.88,53107.13571,39239.84238
20,Organic,Texas,1412.93,121327.65,121452.82,121475,86325.94,42339.2,496581.25,492920.59,-3660.66,0,1182.68,0,143.53,38.21,0,-5.21,125.51,-13422.42,-194.5066667,52265.95,38649.02333
1,Organic,India,1469.74,117477.57,117860.98,117871.88,83768.27,41206.52,481866.53,478185.25,-3681.28,0,1144.96,0,147.55,0.84,0,-2.98,74.64,-13498.02667,-111.2533333,31082.22857,17472.94857
2,Organic,India,1445.44,116487.01,116868.4,116891.38,83135.52,40974.49,478185.28,474356.78,-3828.5,0,1152.58,0,148.53,0.81,0,-3.5,102.75,-14037.83333,-130.6666667,42788.03571,28619.53571
3,Organic,India,1454.92,115614.66,115970.02,116002.03,82555.44,40755.31,474356.81,470897.47,-3459.34,0,1160.14,0,149.5,0.74,0,-3.52,125.71,-12684.24667,-131.4133333,52349.23571,39533.57571
4,Organic,India,1429.82,114798.92,115132.64,115170.58,82010.66,40545.86,470897.56,467658.66,-3238.91,0,1167.66,0,150.47,0.69,0,-3.54,144.52,-11876.00333,-132.16,60182.25714,48174.09381
5,Organic,India,1473.72,114012.38,114326.88,114368.3,81485.73,40344.69,467658.69,464538,-3120.69,0,1128.72,0,146.04,0.65,0,-3.55,157.25,-11442.53,-132.5333333,65483.39286,53908.32952
6,Organic,India,1483.02,113260.02,113557.72,113600.95,80982.44,40150.21,464537.97,461551.34,-2986.63,0,1135.85,0,146.96,0.62,0,-3.57,164.35,-10950.97667,-133.28,68440.03571,57355.77905
7,Organic,India,1457.09,112533.32,112817.13,112861.08,80496.14,39961.21,461551.34,458668.88,-2882.47,0,1142.93,0,147.88,0.6,0,-3.58,168.61,-10569.05667,-133.6533333,70214.02143,59511.31143
8,Organic,India,1466.07,111828.49,112101.82,112145.6,80024.38,39776.63,458668.94,455876.91,-2792.03,0,1149.97,0,148.79,0.58,0,-3.59,170.4,-10237.44333,-134.0266667,70959.42857,60587.95857
9,Organic,India,1474.99,111142.83,111407.49,111450.7,79565.51,39596.03,455876.94,453162.56,-2714.38,0,1156.97,0,149.7,0.56,0,-3.61,170.59,-9952.726667,-134.7733333,71038.55,60951.05
10,Organic,India,1448.04,110475.13,110732.05,110774.33,79117.94,39418.77,453162.53,450518.22,-2644.31,0,1163.93,0,150.6,0.55,0,-3.62,170.74,-9695.803333,-135.1466667,71101.01429,61270.06429
11,Organic,India,1456.64,109822.3,110072.98,110114.23,78680.29,39244.45,450518.16,447934.25,-2583.91,0,1170.84,0,151.49,0.54,0,-3.63,169.28,-9474.336667,-135.52,70493.02857,60883.1719
12,Organic,India,1465.19,109183.36,109428.77,109468.74,78251.55,39072.65,447934.25,445405.06,-2529.19,0,1177.72,0,152.38,0.53,0,-3.65,167.4,-9273.696667,-136.2666667,69710.14286,60300.17952
13,Organic,India,1473.69,108547.7,108785.57,108824.09,77824.95,38903.33,445405.09,442885.66,-2519.44,0,1135.85,0,147.54,0.51,0,-3.66,166.51,-9237.946667,-136.64,69339.52143,59964.93476
14,Organic,India,1482.14,107927.48,108160.03,108197.23,77408.63,38736.23,442885.66,440429.63,-2456.03,0,1142.36,0,148.39,0.51,0,-3.67,164.17,-9005.443333,-137.0133333,68365.07857,59222.6219
15,Organic,India,1453.66,107321.63,107549.43,107585.4,77000.87,38571.02,440429.69,438028.34,-2401.34,0,1148.83,0,149.23,0.5,0,-3.68,162.5,-8804.913333,-137.3866667,67669.64286,58727.34286
16,Organic,India,1461.8,106727.45,106951.73,106986.45,76600.69,38407.78,438028.41,435674.13,-2354.28,0,1155.27,0,150.06,0.49,0,-3.69,159.96,-8632.36,-137.76,66611.91429,57841.79429
17,Organic,India,1469.9,106704.85,106382.94,106323.33,76199.85,38246.38,435674.13,433857.34,-1816.78,0,1161.67,0,150.89,2.49,0,-3.7,75.36,-6661.526667,-138.1333333,31382.05714,24582.39714
18,Organic,India,0,105686.33,105735.66,105766.34,75861.73,35560.19,433857.34,428610.25,-5247.09,0,0,0,0,2599.29,23.19,1083.93,6.55,-19239.33,40466.72,2727.607143,23954.99714
19,Organic,India,622.32,106631.76,105595.88,105525.49,75694.1,35478.38,428610.22,428925.63,315.41,0,1149.37,0,4395.61,3.94,590.66,166.87,0,1156.503333,6229.813333,0,7386.316667
20,Organic,India,789.81,106811.37,105370.45,105295.19,75532.53,35400.91,428925.66,428410.44,-515.22,876.09,1155.52,0,4419.15,0.54,2278.71,963.39,0,-1889.14,35966.56,0,34077.42
1,Organic,Peru,863.42,45681.86,45754.8,45721.04,32170.76,15331.96,185935.55,184660.41,-1275.14,0,1124.82,0,238.83,15.63,0,-2.21,11.18,-4675.513333,-82.50666667,4655.671429,-102.3485714
2,Organic,Peru,1334.24,45258.94,45335.11,45303.23,31875.8,15197.17,184660.42,182970.25,-1690.17,0,1132.3,0,240.42,17.71,0,-2.33,17.48,-6197.29,-86.98666667,7279.171429,994.8947619
3,Organic,Peru,1278.16,44852.77,44929.03,44897.77,31592.73,15069.63,182970.28,181341.94,-1628.34,0,1139.73,0,242,17.28,0,-2.32,16.26,-5970.58,-86.61333333,6771.128571,713.9352381
4,Organic,Peru,1235.79,44461.16,44537.35,44506.58,31320.74,14948.26,181341.94,179774.09,-1567.84,0,1147.11,0,243.57,16.86,0,-2.32,15.43,-5748.746667,-86.61333333,6425.492857,590.1328571
5,Organic,Peru,1209.21,44076.02,44151.3,44121.09,31054.63,14831.28,179774.08,178234.31,-1539.77,0,1127.06,0,239.96,16.37,0,-2.31,14.96,-5645.823333,-86.24,6229.771429,497.7080952
6,Organic,Peru,1177.82,43704.92,43779.71,43749.85,30798.35,14718.91,178234.34,176751.75,-1482.59,0,1134.18,0,241.48,16.1,0,-2.31,14.36,-5436.163333,-86.24,5979.914286,457.5109524
7,Organic,Peru,1147.59,43345.28,43419.75,43390.16,30550.31,14609.81,176751.73,175315.31,-1436.42,0,1141.25,0,242.98,15.91,0,-2.3,13.91,-5266.873333,-85.86666667,5792.521429,439.7814286
8,Organic,Peru,1120.38,42995.66,43069.93,43040.54,30309.28,14503.82,175315.33,173919.22,-1396.11,0,1148.28,0,244.48,15.77,0,-2.3,13.46,-5119.07,-85.86666667,5605.128571,400.1919048
9,Organic,Peru,1095.45,42654.82,42728.99,42699.71,30074.21,14400.36,173919.19,172558.09,-1361.09,0,1155.27,0,245.97,15.67,0,-2.3,13.08,-4990.663333,-85.86666667,5446.885714,370.3557143
10,Organic,Peru,1083.77,42314.54,42387.88,42358.83,29840.39,14298.87,172558.11,171200.52,-1357.59,0,1133.97,0,242.09,15.4,0,-2.29,13.05,-4977.83,-85.49333333,5434.392857,371.0695238
11,Organic,Peru,1065.46,41983.36,42056.31,42027.34,29612.88,14199.71,171200.52,169879.61,-1320.91,0,1140.71,0,243.52,15.31,0,-2.29,12.69,-4843.336667,-85.49333333,5284.478571,355.6485714
12,Organic,Peru,1045.95,41659.63,41732.38,41703.45,29390.33,14102.49,169879.63,168588.28,-1291.34,0,1147.41,0,244.95,15.28,0,-2.28,12.41,-4734.913333,-85.12,5167.878571,347.8452381
13,Organic,Peru,1027.99,41342.35,41415.02,41386.09,29172.15,14006.92,168588.25,167322.53,-1265.72,0,1154.06,0,246.37,15.26,0,-2.28,12.12,-4640.973333,-85.12,5047.114286,321.0209524
14,Organic,Peru,1012.09,41030.68,41103.32,41074.35,28957.87,13912.93,167322.53,166079.16,-1243.38,0,1160.68,0,247.79,15.25,0,-2.27,11.83,-4559.06,-84.74666667,4926.35,282.5433333
15,Organic,Peru,1007.34,40716.95,40788.84,40759.96,28742.91,13820,166079.19,164828.66,-1250.53,0,1138.18,0,243.64,15.07,0,-2.27,11.81,-4585.276667,-84.74666667,4918.021429,247.9980952
16,Organic,Peru,994.67,40410.3,40481.83,40452.94,28532.62,13728.78,164828.66,163606.47,-1222.19,0,1144.56,0,245,15.04,0,-2.26,11.6,-4481.363333,-84.37333333,4830.571429,264.8347619
17,Organic,Peru,1056.16,40320.26,40439.58,40022.8,28267.55,13646.76,163606.45,162696.95,-909.5,0,1150.9,0,246.36,23.72,0,-2.26,4.75,-3334.833333,-84.37333333,1978.035714,-1441.170952
18,Organic,Peru,0,39608.48,39725.05,39574.83,28011.6,12987.49,162696.95,159907.44,-2789.52,0,0,0,0,588.81,5.79,553.49,0.58,-10228.24,20663.62667,241.5285714,10676.91524
19,Organic,Peru,153.57,39946.68,39767.95,39453.71,27919.13,12599.17,159907.44,159686.63,-220.81,0,613.21,0,2363.6,354.1,56.52,53.35,0,-809.6366667,1991.733333,0,1182.096667
20,Organic,Peru,295.85,40302.09,39801.52,39351.38,27839,12356.35,159686.64,159650.33,-36.31,412.82,921.64,0,3492.16,209.89,149.07,251.17,0,-133.1366667,9377.013333,0,9243.876667
1,Regenerative,China,652.34,7835.29,6887.68,5793.3,3352.19,2963.13,25340.18,26831.59,1491.4,775.48,1010.09,135,110.9,28.21,0.04,0,13.82,5468.466667,0,5755.042857,11223.50952
2,Regenerative,China,0,8800.21,6805.62,5761.53,3336.43,2948.74,26831.59,27652.52,820.94,2702.11,0,135,0,64.31,3.68,0,17.94,3010.113333,0,7470.728571,10480.8419
3,Regenerative,China,0,9408.55,6726.64,5723.94,3317.29,2932.15,27652.52,28108.57,456.05,2712.61,0,135,0,111.95,5.25,0,20.34,1672.183333,0,8470.157143,10142.34048
4,Regenerative,China,0,9967.34,6659.63,5690.87,3300.16,2916.61,28108.57,28534.62,426.04,2714.09,0,112.5,0,107.22,5.56,0,20.95,1562.146667,0,8724.178571,10286.32524
5,Regenerative,China,0,10505.81,6599.18,5657.38,3282.38,2901.58,28534.62,28946.34,411.71,2719.97,0,135,0,107.96,5.8,0,22.05,1509.603333,0,9182.25,10691.85333
6,Regenerative,China,0,11014.31,6545.68,5627.04,3266.15,2887.29,28946.34,29340.47,394.13,2736.84,0,135,0,104.98,5.99,0,22.66,1445.143333,0,9436.271429,10881.41476
7,Regenerative,China,0,11493.78,6498.25,5599.37,3250.79,2873.55,29340.47,29715.74,375.27,2765.12,0,135,0,104.38,6.19,0,22.87,1375.99,0,9523.721429,10899.71143
8,Regenerative,China,0,11937.57,6453.18,5570.71,3235.45,2860.27,29715.74,30057.18,341.44,2769.78,0,135,0,104.73,6.32,0,23.68,1251.946667,0,9861.028571,11112.97524
9,Regenerative,China,0,12355.02,6412.19,5544.19,3220.81,2847.36,30057.18,30379.57,322.39,2777.76,0,135,0,100.88,6.48,0,22.6,1182.096667,0,9411.285714,10593.38238
10,Regenerative,China,0,12750.58,6373.88,5518.54,3206.56,2834.8,30379.57,30684.35,304.79,2788.01,0,135,0,99.26,6.62,0,21.47,1117.563333,0,8940.721429,10058.28476
11,Regenerative,China,0,13134.47,6337.69,5493.62,3192.64,2822.52,30684.35,30980.93,296.58,2808.01,0,135,0,97.52,6.7,-0.01,21.04,1087.46,-0.373333333,8761.657143,9848.74381
12,Regenerative,China,0,13505.09,6304.05,5469.94,3179.02,2810.51,30980.93,31268.61,287.67,2838.67,0,135,0,96.27,6.84,-0.01,20.33,1054.79,-0.373333333,8465.992857,9520.409524
13,Regenerative,China,0,13854.05,6270.65,5445.65,3165.64,2798.72,31268.6,31534.72,266.12,2844.29,0,135,0,94.98,6.89,-0.01,20.89,975.7733333,-0.373333333,8699.192857,9674.592857
14,Regenerative,China,0,14189.12,6239.17,5422.43,3152.51,2787.13,31534.73,31790.36,255.63,2852.8,0,135,0,92.32,6.93,-0.02,21.07,937.31,-0.746666667,8774.15,9710.713333
15,Regenerative,China,0,14513.19,6208.79,5399.64,3139.58,2775.72,31790.36,32036.92,246.56,2863.3,0,135,0,90.28,6.96,-0.02,21.24,904.0533333,-0.746666667,8844.942857,9748.249524
16,Regenerative,China,0,14608.76,6179.23,5377.21,3126.84,2764.47,32036.92,32056.51,19.58,2619.03,0,135,0,88.09,6.97,-0.02,21.45,71.79333333,-0.746666667,8932.392857,9003.439524
17,Regenerative,China,0,14615.83,6150.5,5355.1,3114.26,2753.36,32056.5,31989.05,-67.45,2082.01,0,135,0,74.57,5.95,-0.02,20.82,-247.3166667,-0.746666667,8670.042857,8421.979524
18,Regenerative,China,0,14857.77,6122.7,5333.33,3101.82,2742.4,31989.04,32158.02,168.98,2358.78,0,135,0,70.86,6.02,-0.02,20.9,619.5933333,-0.746666667,8703.357143,9322.20381
19,Regenerative,China,0,15132.97,6095.84,5311.92,3089.53,2731.55,32158.03,32361.8,203.78,2538.54,0,112.5,0,71.78,6.23,-0.03,21.1,747.1933333,-1.12,8786.642857,9532.71619
20,Regenerative,China,0,15441.37,6068.89,5290.62,3077.36,2720.83,32361.8,32599.07,237.27,2667.77,0,135,0,72.5,6.41,-0.03,21.51,869.99,-1.12,8957.378571,9826.248571
1,Regenerative,Texas,1262,173276.83,173261.16,134113.05,71446.34,49826.61,606504,601924,-4580,885.06,4033.44,135,851.65,76.59,0,-3.51,79.57,-16793.33333,-131.04,33135.22143,16210.8481
2,Regenerative,Texas,5806.44,172604.34,171786.55,132574.38,70627.88,49280.6,601924.13,596873.75,-5050.38,3686.52,2898.98,135,1287.23,99.17,0,-3.35,139.88,-18518.06,-125.0666667,58250.02857,39606.9019
3,Regenerative,Texas,5670.45,173269.97,170784.31,131204.81,69868.03,48768.6,596873.75,593895.75,-2978,5619.64,4084.82,135,2019.43,121.83,0,-3.15,121.9,-10919.33333,-117.6,50762.64286,39725.70952
4,Regenerative,Texas,5707.19,173604.86,169729.09,129912.77,69163.79,48292.91,593895.75,590703.44,-3192.31,6969.36,4017.74,112.5,2606.37,144.26,0,-2.91,115.94,-11705.13667,-108.64,48280.72857,36466.9519
5,Regenerative,Texas,5572.4,174005.38,168635.2,128629.2,68469.62,47823.25,590703.5,587562.63,-3140.88,7896.17,4042.48,135,3205.78,162.57,0,-2.68,117.29,-11516.56,-100.0533333,48842.90714,37226.29381
6,Regenerative,Texas,5607.6,173801.66,167140.97,127364.54,67809.33,47381.41,587562.56,583497.88,-4064.69,8544.43,2925.74,135,3670.65,180.24,0,-2.45,145.03,-14903.86333,-91.46666667,60394.63571,45399.30571
7,Regenerative,Texas,5642.58,174631.03,166172.91,126241.45,67198.17,46966.05,583497.94,581209.63,-2288.31,8977.66,4091.41,135,4414.46,202.76,0,-2.24,121.08,-8390.47,-83.62666667,50421.17143,41947.07476
8,Regenerative,Texas,5497.11,175054.77,165155.83,125099.05,66581.38,46548,581209.63,578439,-2770.63,9297.29,4115.67,135,5023.69,221.51,0,-2.02,124.66,-10158.97667,-75.41333333,51911.98571,41677.59571
9,Regenerative,Texas,5530.56,175377.22,164141.34,124012.09,65997.14,46152.13,578438.94,575679.94,-2759,9522.98,4094.03,135,5631.84,239.67,0,-1.82,123.67,-10116.33333,-67.94666667,51499.72143,41315.44143
10,Regenerative,Texas,5381.91,175662.61,163132.72,122957.25,65432.24,45768.71,575679.94,572953.5,-2726.44,9661.14,4117.74,135,6247.35,258.82,0,-1.62,124.97,-9996.946667,-60.48,52041.07857,41983.6519
11,Regenerative,Texas,5413.89,175283.47,161695.16,121876.03,64874.96,45394.58,572953.63,569124.19,-3829.44,9775.32,2964.88,135,6723.85,276.59,0,-1.44,155.82,-14041.28,-53.76,64887.9,50792.86
12,Regenerative,Texas,5445.67,175949.59,160815.39,120914.95,64355.82,45039.9,569124.13,567075.63,-2048.5,9858.25,4164.65,135,7487.64,298.9,0,-1.27,131.26,-7511.166667,-47.41333333,54660.41429,47101.83429
13,Regenerative,Texas,5280.1,176155.48,159872.92,119920.56,63822.7,44677.57,567075.69,564449.25,-2626.44,9897.88,4135.54,135,8106.75,317.45,0,-1.1,134.24,-9630.28,-41.06666667,55901.37143,46230.02476
14,Regenerative,Texas,5310.37,176309.53,158932.83,118970.36,63314.62,44332.62,564449.25,561859.94,-2589.31,9943.07,4110.7,135,8729.95,335.93,0,-0.95,133.47,-9494.136667,-35.46666667,55580.72143,46051.1181
15,Regenerative,Texas,5340.47,176480.14,158000.77,118039.67,62816.69,43994.92,561860,559332.19,-2527.81,9977.28,4133.07,135,9360.65,354.86,0,-0.81,134.94,-9268.636667,-30.24,56192.87143,46893.99476
16,Regenerative,Texas,5129.13,175359.19,156714.69,117087.47,62333.34,43668.46,559332.25,555163.13,-4169.13,9099.72,2826.45,135,10045.38,368.37,0,-0.75,123.08,-15286.81,-28,51254.02857,35939.21857
17,Regenerative,Texas,5272.16,174251.58,155482.72,116151.13,61855.29,43349.58,555163.19,551090.31,-4072.88,7189.72,3013.82,135,11018.44,390.24,0,-0.79,146.11,-14933.89333,-29.49333333,60844.37857,45880.9919
18,Regenerative,Texas,5102.66,174558.09,154749.13,115296.55,61397.51,43036.9,551090.25,549038.19,-2052.06,8035.16,4199.53,135,12158.17,419.82,0,-0.75,124.84,-7524.22,-28,51986.94286,44434.72286
19,Regenerative,Texas,5113.46,174545.3,154003.14,114473.84,60952.99,42737.79,549038.19,546713.06,-2325.13,8638.58,4221.44,112.5,13161,449.03,0,-0.75,117.75,-8525.476667,-28,49034.46429,40480.98762
20,Regenerative,Texas,5128.94,174524,153203.75,113612.58,60498.2,42429.29,546713.06,544267.81,-2445.25,9061.71,4195.27,135,14163.8,475.24,0,-0.75,117.02,-8965.916667,-28,48730.47143,39736.55476
1,Regenerative,India,930.89,136976.13,135424.58,108819.02,58749.46,41232.38,481866.53,481201.56,-664.97,888.76,3189.29,135,637.26,0.81,0,-2.88,34.52,-2438.223333,-107.52,14375.11429,11829.37095
2,Regenerative,India,1230.18,138016,134809.25,108155.95,58403.66,40999.89,481201.53,480384.75,-816.78,3699.46,2891.06,135,1012.21,1.16,0,-2.63,44.54,-2994.86,-98.18666667,18547.72857,15454.6819
3,Regenerative,India,1225.65,140377.44,134339.95,107544.79,58085.82,40784.88,480384.72,481132.88,748.16,5633.08,4069.3,135,1598.39,1.62,0,-2.33,41.8,2743.253333,-86.98666667,17406.71429,20062.98095
4,Regenerative,India,1231.75,142190.92,133865.77,106958.59,57782.98,40580.53,481132.88,481378.78,245.91,6994.6,4038.73,112.5,2033.37,1.86,0,-1.99,44.35,901.67,-74.29333333,18468.60714,19295.98381
5,Regenerative,India,1243.36,143984.34,133388.73,106392.61,57490.62,40382.94,481378.78,481639.25,260.47,7945.04,4033.83,135,2473.28,2.07,0,-1.65,46.44,955.0566667,-61.6,19338.94286,20232.39952
6,Regenerative,India,1219.04,144913.55,132783.81,105836.97,57201.93,40187.88,481639.19,480924.13,-715.06,8593.78,2919.92,135,2772.28,2.11,0,-1.31,53.04,-2621.886667,-48.90666667,22087.37143,19416.5781
7,Regenerative,India,1207.63,147323.3,132322.25,105303.18,56925.47,40000.77,480924.16,481874.97,950.81,9041.41,4080.18,135,3367.34,2.42,0,-1.01,34.26,3486.303333,-37.70666667,14266.84286,17715.43952
8,Regenerative,India,1215.93,149154.8,131855.11,104781.54,56655.86,39818.54,481874.97,482265.84,390.88,9337.57,4104.45,135,3817.87,2.6,0,-0.97,37.13,1433.226667,-36.21333333,15461.99286,16859.00619
9,Regenerative,India,1224.18,150876.41,131389.03,104270.63,56391.79,39640.11,482265.84,482567.97,302.13,9555.95,4126.92,135,4270.96,2.79,0,-0.97,37.98,1107.81,-36.21333333,15815.95714,16887.55381
10,Regenerative,India,1232.39,152511.48,130919.38,103769.57,56132.14,39464.89,482567.91,482797.47,229.56,9690.86,4109.1,135,4722.75,2.96,0,-0.97,39.01,841.72,-36.21333333,16244.87857,17050.38524
11,Regenerative,India,1240.11,153218.45,130315.45,103275.7,55875.91,39291.95,482797.41,481977.47,-819.94,9798.89,2961.58,135,5029.73,2.98,0,-0.97,50.4,-3006.446667,-36.21333333,20988,17945.34
